"job_id","job_title","salary_usd","salary_currency","experience_level","employment_type","company_location","company_size","employee_residence","remote_ratio","required_skills","education_required","years_experience","industry","posting_date","application_deadline","job_description_length","benefits_score","company_name"
"AI14371","AI Specialist","136520","USD","MI","PT","United States","L","United States","50","AWS, Statistics, Computer Vision, Deep Learning, PyTorch","Master","3","Finance","2024-06-10","2024-08-11","1639","6.5","Predictive Systems"
"AI14375","ML Ops Engineer","186582","USD","EX","CT","United States","S","United States","50","GCP, Python, Mathematics, AWS","Bachelor","11","Energy","2024-03-18","2024-04-17","1492","9.5","Neural Networks Co"
"AI14377","Principal Data Scientist","122849","USD","SE","PT","United States","S","United States","0","Python, NLP, Tableau","Bachelor","6","Healthcare","2024-02-15","2024-03-12","1054","9.1","DeepTech Ventures"
"AI14422","Data Engineer","77620","USD","MI","FL","United States","S","Switzerland","100","Python, Deep Learning, Computer Vision, Hadoop, Java","Associate","4","Real Estate","2024-02-04","2024-03-06","1409","7.1","Autonomous Tech"
"AI14440","Computer Vision Engineer","284883","USD","EX","PT","United States","L","United States","100","Hadoop, TensorFlow, Kubernetes, Deep Learning, Scala","Associate","19","Finance","2024-09-20","2024-11-09","531","5.0","TechCorp Inc"
"AI14462","Research Scientist","268445","USD","EX","FL","United States","L","Switzerland","0","Java, Data Visualization, GCP, Git, SQL","Associate","17","Finance","2024-05-02","2024-06-29","2132","8.3","DeepTech Ventures"
"AI14488","AI Architect","84479","USD","MI","PT","United States","S","United States","50","Data Visualization, Azure, MLOps, AWS, GCP","Master","2","Transportation","2025-04-24","2025-06-18","2222","5.2","Machine Intelligence Group"
"AI14508","Autonomous Systems Engineer","54803","USD","EN","CT","United States","S","United States","0","PyTorch, Kubernetes, Deep Learning","Associate","0","Education","2025-04-05","2025-06-08","1840","5.2","DeepTech Ventures"
"AI14530","Robotics Engineer","133478","USD","SE","FL","United States","M","Denmark","100","Python, TensorFlow, Spark, Computer Vision","Master","8","Retail","2024-06-10","2024-08-05","2314","6.7","Machine Intelligence Group"
"AI14535","Head of AI","266349","USD","EX","FL","United States","S","United States","100","Scala, Kubernetes, Docker, Java","Master","10","Gaming","2024-07-22","2024-09-19","2200","5.9","Predictive Systems"
"AI14544","AI Consultant","112293","USD","MI","CT","United States","S","United States","100","Kubernetes, Spark, Docker","Associate","2","Retail","2025-04-10","2025-05-09","2059","8.9","DeepTech Ventures"
"AI14575","Data Analyst","94867","USD","EN","CT","United States","L","United States","100","Hadoop, Linux, PyTorch","Bachelor","1","Real Estate","2024-07-01","2024-08-27","1392","5.7","AI Innovations"
"AI14584","Data Scientist","132940","USD","SE","FL","United States","S","United States","0","Computer Vision, PyTorch, NLP","Master","7","Technology","2024-10-23","2024-12-30","1119","6.7","AI Innovations"
"AI14618","AI Specialist","137067","USD","SE","FT","United States","S","United States","50","R, Linux, Java, GCP, Scala","PhD","9","Retail","2025-04-30","2025-05-16","2105","6.9","Neural Networks Co"
"AI14619","AI Research Scientist","127966","USD","SE","FT","United States","M","United States","50","Tableau, Kubernetes, Docker","Master","9","Automotive","2024-09-14","2024-10-30","1961","7.8","Future Systems"
"AI14620","Machine Learning Researcher","142828","USD","SE","PT","United States","M","Norway","100","R, SQL, GCP","PhD","9","Government","2024-09-29","2024-10-27","1028","7.0","Machine Intelligence Group"
"AI14621","Principal Data Scientist","108726","USD","MI","FT","United States","M","Germany","50","TensorFlow, Linux, Data Visualization, MLOps","Bachelor","4","Gaming","2024-03-25","2024-04-27","1606","6.9","TechCorp Inc"
"AI14623","ML Ops Engineer","78716","USD","EN","FT","United States","L","Finland","0","Statistics, SQL, Deep Learning, Hadoop, Python","Associate","1","Gaming","2025-04-11","2025-05-05","917","9.7","DeepTech Ventures"
"AI14639","AI Consultant","261178","USD","EX","PT","United States","S","United States","50","Statistics, TensorFlow, Scala","Bachelor","15","Real Estate","2025-04-08","2025-04-28","2225","9.0","Predictive Systems"
"AI14645","Data Engineer","106078","USD","EN","CT","United States","L","India","100","TensorFlow, Hadoop, Linux, Computer Vision, Deep Learning","PhD","0","Technology","2024-12-13","2025-01-02","1469","8.3","DataVision Ltd"
"AI14658","Head of AI","147997","USD","SE","FL","United States","S","United States","100","GCP, PyTorch, AWS, Docker","Associate","8","Telecommunications","2025-02-26","2025-03-27","1580","5.5","Advanced Robotics"
"AI14680","Principal Data Scientist","238297","USD","EX","FT","United States","L","United States","50","Python, TensorFlow, Hadoop, Azure, Data Visualization","Master","16","Media","2024-05-13","2024-06-07","2194","9.1","TechCorp Inc"
"AI14682","AI Architect","156729","USD","SE","CT","United States","L","United States","100","Computer Vision, SQL, Python, Mathematics","Master","9","Automotive","2024-06-29","2024-08-26","2209","6.5","Algorithmic Solutions"
"AI14713","Research Scientist","89180","USD","MI","PT","United States","S","United States","100","TensorFlow, Python, Java, Statistics, GCP","Bachelor","3","Energy","2025-04-03","2025-05-28","1180","9.6","Machine Intelligence Group"
"AI14724","Robotics Engineer","172447","USD","EX","FL","United States","S","Australia","0","Hadoop, Statistics, NLP, TensorFlow","PhD","18","Telecommunications","2024-05-31","2024-07-30","980","5.9","Digital Transformation LLC"
"AI14743","AI Product Manager","116616","USD","SE","PT","United States","S","United States","100","Data Visualization, Python, Spark, Scala, TensorFlow","Bachelor","7","Government","2024-01-14","2024-03-04","1611","8.5","Autonomous Tech"
"AI14746","Data Scientist","132806","USD","MI","PT","United States","L","United States","50","Git, Docker, Mathematics, SQL","PhD","4","Transportation","2024-04-27","2024-06-12","782","6.2","Cognitive Computing"
"AI14778","NLP Engineer","106051","USD","MI","CT","United States","S","United States","0","SQL, Python, Azure","Bachelor","2","Telecommunications","2024-10-01","2024-11-10","2117","8.3","Predictive Systems"
"AI14795","Robotics Engineer","273971","USD","EX","CT","United States","L","China","0","TensorFlow, Java, Azure, AWS, SQL","PhD","15","Telecommunications","2024-07-11","2024-09-10","2206","8.3","Quantum Computing Inc"
"AI14806","ML Ops Engineer","248665","USD","EX","CT","United States","M","Canada","50","Mathematics, SQL, Java, Python, Tableau","Bachelor","15","Technology","2025-04-21","2025-06-11","809","9.5","Machine Intelligence Group"
"AI14811","NLP Engineer","121299","USD","SE","FT","United States","M","United States","0","TensorFlow, Deep Learning, Python","Master","6","Energy","2024-07-09","2024-08-13","871","6.0","Advanced Robotics"
"AI14834","Deep Learning Engineer","275213","USD","EX","PT","United States","L","China","100","PyTorch, Git, Java, TensorFlow","Associate","10","Consulting","2024-12-07","2025-02-08","2074","9.5","TechCorp Inc"
"AI14917","Principal Data Scientist","307237","USD","EX","CT","United States","L","United States","0","SQL, Hadoop, Docker, Statistics","PhD","14","Energy","2025-04-09","2025-05-23","1773","8.8","DataVision Ltd"
"AI14933","Principal Data Scientist","135876","USD","SE","FL","United States","S","United States","0","Python, Git, Mathematics, Azure, Computer Vision","PhD","8","Healthcare","2024-03-01","2024-05-04","1410","8.1","Algorithmic Solutions"
"AI14947","Computer Vision Engineer","87728","USD","EN","PT","United States","L","United States","0","Python, Mathematics, GCP, Scala","Associate","1","Automotive","2025-03-17","2025-05-15","2056","9.4","DataVision Ltd"
"AI14984","AI Architect","288661","USD","EX","FL","United States","L","United Kingdom","100","PyTorch, Scala, Tableau, AWS, MLOps","Bachelor","13","Retail","2024-07-20","2024-09-08","1114","6.5","Quantum Computing Inc"
"AI14992","Robotics Engineer","97480","USD","MI","FT","United States","M","United States","50","R, GCP, AWS, Tableau, TensorFlow","Master","4","Energy","2024-09-18","2024-11-06","1196","7.9","Future Systems"
"AI00012","Deep Learning Engineer","76559","USD","EN","FL","United States","S","United States","100","Data Visualization, Mathematics, PyTorch, GCP","Bachelor","1","Government","2025-02-09","2025-04-14","694","8.3","Machine Intelligence Group"
"AI00013","Principal Data Scientist","185834","USD","EX","CT","United States","L","United States","100","Linux, Data Visualization, Python, TensorFlow","Associate","14","Telecommunications","2024-03-27","2024-06-03","1710","8.9","Autonomous Tech"
"AI00096","Principal Data Scientist","134920","USD","SE","PT","United States","S","United States","0","SQL, Mathematics, Data Visualization, Kubernetes","Associate","7","Consulting","2025-04-03","2025-05-12","1930","6.7","Predictive Systems"
"AI00105","AI Product Manager","104906","USD","MI","FL","United States","S","Portugal","50","PyTorch, Java, Spark, Statistics","Bachelor","3","Technology","2025-01-26","2025-03-28","2101","8.0","Cognitive Computing"
"AI00115","Data Scientist","141439","USD","SE","FL","United States","L","United States","50","Kubernetes, GCP, Git, SQL","PhD","9","Retail","2024-06-24","2024-07-13","1021","6.3","Digital Transformation LLC"
"AI00124","Data Engineer","108088","USD","SE","FL","United States","S","United States","100","Tableau, Python, Docker, Azure","Bachelor","9","Consulting","2024-10-07","2024-12-15","1769","8.0","Smart Analytics"
"AI00143","ML Ops Engineer","89332","USD","MI","CT","United States","S","United States","100","Python, TensorFlow, Deep Learning, Docker, PyTorch","Bachelor","4","Finance","2024-08-20","2024-10-23","2011","6.0","Predictive Systems"
"AI00252","Machine Learning Engineer","249841","USD","EX","CT","United States","M","United States","100","Scala, Linux, Java, Data Visualization","Associate","14","Healthcare","2024-01-08","2024-01-29","2130","7.0","Machine Intelligence Group"
"AI00291","AI Product Manager","96280","USD","EN","FL","United States","L","United States","50","Spark, MLOps, SQL, PyTorch, Computer Vision","Bachelor","0","Technology","2024-10-13","2024-12-15","2353","6.2","Digital Transformation LLC"
"AI00314","Computer Vision Engineer","284132","USD","EX","FT","United States","M","United States","0","Deep Learning, Docker, Hadoop, Data Visualization","Master","10","Government","2025-04-24","2025-07-06","1832","5.1","Autonomous Tech"
"AI00319","Data Analyst","151527","USD","SE","FL","United States","L","Romania","0","Java, SQL, Kubernetes, Git","PhD","7","Retail","2024-07-18","2024-09-02","845","7.1","Machine Intelligence Group"
"AI00337","Data Analyst","165694","USD","EX","FL","United States","M","United States","100","Python, Kubernetes, MLOps","Associate","15","Retail","2024-01-04","2024-03-15","2434","8.8","DataVision Ltd"
"AI00338","Machine Learning Engineer","122206","USD","SE","FL","United States","M","United States","50","Spark, AWS, Linux, SQL, PyTorch","Bachelor","6","Healthcare","2024-01-31","2024-03-06","2282","9.2","Algorithmic Solutions"
"AI00393","AI Consultant","188028","USD","EX","CT","United States","L","United States","50","Scala, SQL, NLP","Associate","11","Retail","2025-04-25","2025-06-22","852","8.9","Quantum Computing Inc"
"AI00397","Autonomous Systems Engineer","219603","USD","EX","PT","United States","M","United States","0","Python, Mathematics, Data Visualization","PhD","12","Transportation","2024-05-06","2024-06-16","894","8.5","DeepTech Ventures"
"AI00407","AI Consultant","75989","USD","EN","PT","United States","L","United States","0","SQL, Java, TensorFlow, MLOps","PhD","0","Healthcare","2024-09-25","2024-11-19","2338","6.3","TechCorp Inc"
"AI00409","ML Ops Engineer","111121","USD","MI","FT","United States","S","United States","100","Docker, Scala, Git, R","Associate","3","Healthcare","2024-03-05","2024-03-22","1349","7.6","Algorithmic Solutions"
"AI00439","Data Engineer","152822","USD","SE","CT","United States","M","India","50","Git, Mathematics, Docker","Master","5","Healthcare","2025-03-29","2025-04-14","1541","5.8","Advanced Robotics"
"AI00441","Machine Learning Researcher","280392","USD","EX","FT","United States","M","United States","0","Docker, Hadoop, Azure, Python, Scala","Associate","15","Government","2024-10-17","2024-12-06","1427","5.8","Neural Networks Co"
"AI00472","Data Analyst","68722","USD","EN","FL","United States","S","Finland","50","Linux, Python, Data Visualization, Mathematics","Master","1","Technology","2025-01-11","2025-03-06","1575","6.3","Neural Networks Co"
"AI00473","ML Ops Engineer","60841","USD","EN","CT","United States","S","United States","50","NLP, Scala, AWS, SQL, Hadoop","PhD","1","Automotive","2025-03-22","2025-05-27","2340","5.4","Machine Intelligence Group"
"AI00490","AI Research Scientist","139257","USD","SE","CT","United States","L","United States","50","Azure, TensorFlow, Kubernetes, Computer Vision, Hadoop","Master","5","Manufacturing","2024-02-27","2024-03-25","1275","7.4","DataVision Ltd"
"AI00509","Data Engineer","66305","USD","EN","FT","United States","S","Estonia","100","GCP, Java, AWS, Data Visualization","PhD","1","Transportation","2024-11-09","2024-12-30","1348","6.9","Smart Analytics"
"AI00516","AI Software Engineer","80124","USD","EN","CT","United States","M","United States","0","R, AWS, Hadoop, Kubernetes","Master","0","Education","2024-11-07","2024-12-14","665","9.8","Autonomous Tech"
"AI00526","Machine Learning Engineer","169009","USD","SE","PT","United States","M","Finland","100","Docker, Kubernetes, Azure","Master","9","Healthcare","2024-11-21","2025-01-25","1366","9.7","TechCorp Inc"
"AI00559","Data Analyst","265991","USD","EX","PT","United States","L","Vietnam","100","AWS, Git, Docker, Azure, Computer Vision","Master","13","Finance","2024-07-24","2024-09-24","1528","7.7","DataVision Ltd"
"AI00576","NLP Engineer","75004","USD","EN","FT","United States","L","United States","50","Computer Vision, Linux, Spark, Hadoop","Bachelor","1","Technology","2024-08-30","2024-09-27","786","8.5","Smart Analytics"
"AI00647","AI Architect","54424","USD","EN","FL","United States","S","Austria","0","R, Kubernetes, Mathematics, Hadoop, SQL","PhD","1","Energy","2024-01-02","2024-01-21","1220","9.2","DeepTech Ventures"
"AI00653","Data Engineer","295640","USD","EX","FT","United States","M","United States","0","AWS, GCP, Git, SQL","Master","11","Media","2024-01-08","2024-02-14","1782","8.3","Machine Intelligence Group"
"AI00657","AI Software Engineer","71409","USD","EN","FT","United States","L","United States","0","Git, Linux, Data Visualization, Deep Learning","PhD","0","Telecommunications","2024-01-23","2024-03-17","1482","9.7","Neural Networks Co"
"AI00683","Computer Vision Engineer","106945","USD","EN","PT","United States","L","Malaysia","100","Tableau, Java, AWS, Data Visualization, Scala","PhD","0","Government","2024-02-11","2024-04-01","615","9.4","Quantum Computing Inc"
"AI00746","Autonomous Systems Engineer","79345","USD","EN","FL","United States","L","United States","100","Spark, Kubernetes, SQL, AWS","Associate","1","Gaming","2024-01-01","2024-03-03","2459","7.1","Cognitive Computing"
"AI00765","Computer Vision Engineer","58844","USD","EN","PT","United States","S","Kenya","100","SQL, Python, Mathematics","PhD","1","Technology","2024-03-15","2024-04-20","874","7.2","Digital Transformation LLC"
"AI00792","Data Scientist","104342","USD","MI","CT","United States","L","United States","50","Azure, SQL, Python, AWS","Bachelor","2","Technology","2024-08-23","2024-09-21","2196","7.8","Future Systems"
"AI00808","Autonomous Systems Engineer","204502","USD","EX","PT","United States","S","United States","100","NLP, Linux, PyTorch","Master","13","Consulting","2024-11-23","2024-12-14","1899","9.7","Machine Intelligence Group"
"AI00828","AI Specialist","91776","USD","EN","FT","United States","M","Germany","0","Docker, Computer Vision, AWS, Python, TensorFlow","PhD","1","Technology","2024-03-19","2024-04-25","2314","6.1","Predictive Systems"
"AI00845","Computer Vision Engineer","74250","USD","EN","FL","United States","L","Colombia","100","NLP, R, TensorFlow","Associate","0","Consulting","2024-09-22","2024-10-07","2179","5.3","Predictive Systems"
"AI00849","Data Engineer","120560","USD","MI","FT","United States","M","Vietnam","0","Hadoop, MLOps, Spark, Kubernetes","Bachelor","3","Retail","2024-08-18","2024-09-15","1128","7.5","AI Innovations"
"AI00857","Data Analyst","289465","USD","EX","PT","United States","M","United States","50","Docker, MLOps, Python, Statistics, SQL","Bachelor","13","Retail","2025-04-08","2025-05-20","1420","9.2","Digital Transformation LLC"
"AI00870","Machine Learning Researcher","119559","USD","MI","CT","United States","L","United States","0","PyTorch, Linux, NLP, MLOps, Java","Bachelor","2","Real Estate","2025-03-31","2025-05-15","546","5.9","Quantum Computing Inc"
"AI00920","Computer Vision Engineer","216939","USD","EX","FT","United States","L","United States","100","GCP, Git, MLOps, Mathematics, Scala","Master","13","Real Estate","2024-02-18","2024-04-25","1487","5.8","Algorithmic Solutions"
"AI00921","Autonomous Systems Engineer","117695","USD","SE","FL","United States","S","Austria","50","Hadoop, Azure, Java, Linux, Deep Learning","Bachelor","9","Gaming","2024-04-30","2024-06-10","894","9.4","Neural Networks Co"
"AI00942","ML Ops Engineer","103167","USD","MI","CT","United States","M","United States","100","AWS, Kubernetes, MLOps","Associate","2","Healthcare","2024-04-05","2024-04-21","1873","8.0","Predictive Systems"
"AI00950","Data Engineer","126741","USD","SE","FL","United States","S","Romania","50","PyTorch, Data Visualization, Azure, Computer Vision","Master","9","Finance","2024-05-29","2024-07-20","1974","5.9","Predictive Systems"
"AI00961","Data Analyst","66422","USD","EN","FT","United States","S","United States","0","Python, Hadoop, Kubernetes","Associate","0","Retail","2024-05-13","2024-07-18","1765","5.4","Autonomous Tech"
"AI00970","Data Analyst","93042","USD","MI","PT","United States","S","United States","50","Statistics, Linux, Git, Hadoop, Mathematics","Master","2","Finance","2024-10-14","2024-11-02","803","5.2","DataVision Ltd"
"AI00973","Research Scientist","99145","USD","MI","FL","United States","M","United States","100","Kubernetes, Mathematics, Data Visualization, MLOps, Hadoop","Master","4","Media","2025-01-20","2025-03-09","954","9.2","Advanced Robotics"
"AI00981","Head of AI","96519","USD","EN","FL","United States","L","United States","100","TensorFlow, Tableau, Git, Scala","Master","1","Finance","2024-07-24","2024-09-08","984","9.6","Autonomous Tech"
"AI00985","Research Scientist","172863","USD","EX","CT","United States","M","United States","100","SQL, Scala, Kubernetes","Bachelor","13","Transportation","2024-10-24","2024-11-08","2023","8.9","DataVision Ltd"
"AI01018","AI Research Scientist","140841","USD","SE","FL","United States","S","United States","100","Python, TensorFlow, Kubernetes","PhD","9","Finance","2024-10-17","2024-11-29","1005","5.2","Future Systems"
"AI01027","AI Architect","93783","USD","EN","PT","United States","M","United States","100","MLOps, Java, Azure, Mathematics, PyTorch","Bachelor","1","Finance","2024-05-19","2024-06-10","1828","10.0","Neural Networks Co"
"AI01037","AI Consultant","110152","USD","MI","CT","United States","L","United States","0","Tableau, Azure, R, NLP","Bachelor","4","Gaming","2024-02-24","2024-03-27","976","8.9","Cognitive Computing"
"AI01041","Autonomous Systems Engineer","196201","USD","SE","PT","United States","L","Philippines","0","Git, Python, Java","Master","5","Consulting","2025-02-15","2025-04-07","1756","8.8","Cloud AI Solutions"
"AI01053","Machine Learning Researcher","64133","USD","EN","PT","United States","M","Sweden","0","Azure, AWS, TensorFlow, Hadoop","Master","1","Real Estate","2024-09-24","2024-12-03","955","7.8","DataVision Ltd"
"AI01086","Principal Data Scientist","143421","USD","SE","CT","United States","M","United States","100","Azure, MLOps, Hadoop","Bachelor","6","Telecommunications","2024-11-07","2024-12-28","1193","9.5","DeepTech Ventures"
"AI01091","Computer Vision Engineer","167478","USD","EX","PT","United States","M","United States","100","Statistics, Git, Docker","Bachelor","18","Healthcare","2024-03-16","2024-04-13","626","7.2","Machine Intelligence Group"
"AI01107","Computer Vision Engineer","191049","USD","EX","FL","United States","S","United States","0","AWS, Linux, Azure","Bachelor","17","Education","2024-06-02","2024-07-06","887","7.7","AI Innovations"
"AI01112","Machine Learning Engineer","289667","USD","EX","FL","United States","L","United States","0","Mathematics, Scala, PyTorch","Master","15","Automotive","2024-10-26","2024-12-20","2369","6.6","Cognitive Computing"
"AI01191","AI Specialist","222006","USD","EX","FL","United States","S","New Zealand","100","Hadoop, Spark, Mathematics","Bachelor","19","Energy","2025-02-19","2025-03-27","987","9.1","TechCorp Inc"
"AI01220","Deep Learning Engineer","68073","USD","EN","PT","United States","M","United States","50","MLOps, AWS, SQL, NLP, Statistics","Master","0","Technology","2024-03-11","2024-04-05","1104","5.4","TechCorp Inc"
"AI01222","AI Architect","82241","USD","EN","FL","United States","L","United States","0","Spark, R, Deep Learning, Java, Git","Master","0","Education","2024-03-04","2024-05-09","515","9.9","Neural Networks Co"
"AI01224","Machine Learning Researcher","91327","USD","EN","PT","United States","M","United States","0","Hadoop, Scala, Statistics, Git","Bachelor","0","Technology","2024-06-20","2024-07-15","703","5.6","Advanced Robotics"
"AI01237","Machine Learning Engineer","145212","USD","MI","FT","United States","L","United Kingdom","50","Linux, R, Deep Learning","Master","3","Finance","2024-01-14","2024-03-20","1063","7.7","Neural Networks Co"
"AI01249","Robotics Engineer","205428","USD","EX","FL","United States","L","United States","0","R, Spark, Mathematics, TensorFlow, Deep Learning","Associate","10","Finance","2024-06-30","2024-08-22","1349","8.2","TechCorp Inc"
"AI01260","Robotics Engineer","147408","USD","SE","CT","United States","L","United States","0","Scala, Python, AWS","Master","6","Media","2024-09-26","2024-11-18","652","6.5","DeepTech Ventures"
"AI01261","Autonomous Systems Engineer","68165","USD","EN","PT","United States","S","Netherlands","0","Azure, Linux, Computer Vision, R, Java","Bachelor","1","Finance","2024-07-30","2024-10-07","1978","8.5","Quantum Computing Inc"
"AI01265","Principal Data Scientist","142937","USD","SE","FL","United States","S","United States","50","Git, Python, R, MLOps, Statistics","Bachelor","5","Healthcare","2024-03-12","2024-05-15","1101","5.8","Cloud AI Solutions"
"AI01308","AI Architect","81436","USD","EN","FL","United States","M","United States","50","Java, Docker, Tableau, Linux, Deep Learning","Associate","0","Technology","2024-11-25","2025-01-31","1081","8.4","Autonomous Tech"
"AI01314","NLP Engineer","76423","USD","EN","PT","United States","M","United States","0","SQL, Data Visualization, Scala, GCP","Associate","1","Consulting","2024-05-27","2024-07-17","2180","8.7","Autonomous Tech"
"AI01332","AI Research Scientist","174114","USD","EX","PT","United States","M","United States","0","Data Visualization, MLOps, Tableau, Python, Kubernetes","Master","10","Real Estate","2024-05-15","2024-06-13","2132","7.0","Digital Transformation LLC"
"AI01365","Data Analyst","104222","USD","EN","FT","United States","L","Malaysia","100","Spark, SQL, Azure, Git, Hadoop","PhD","1","Government","2024-12-06","2025-01-01","1541","5.3","AI Innovations"
"AI01368","Autonomous Systems Engineer","180734","USD","SE","PT","United States","L","United States","50","Java, Python, Linux","Master","6","Technology","2024-02-12","2024-04-09","2239","6.3","Machine Intelligence Group"
"AI01389","Data Analyst","181595","USD","SE","FT","United States","L","United States","100","Docker, PyTorch, Data Visualization, Hadoop, Spark","Master","7","Automotive","2024-12-31","2025-03-10","1181","8.7","Digital Transformation LLC"
"AI01414","AI Architect","188891","USD","SE","PT","United States","L","Portugal","0","Python, SQL, Linux","Master","5","Automotive","2024-01-16","2024-03-01","2133","5.8","DeepTech Ventures"
"AI01425","AI Product Manager","125535","USD","MI","PT","United States","M","United States","0","Hadoop, PyTorch, Scala, GCP","Bachelor","3","Retail","2024-06-17","2024-07-16","2147","7.7","TechCorp Inc"
"AI01436","Data Scientist","104447","USD","MI","CT","United States","S","United States","100","Deep Learning, Data Visualization, AWS, TensorFlow, Scala","Bachelor","2","Technology","2024-12-10","2025-02-15","1675","8.4","Neural Networks Co"
"AI01443","Head of AI","98327","USD","MI","PT","United States","L","United States","50","R, Data Visualization, Mathematics","Associate","4","Education","2024-09-12","2024-10-04","1849","5.1","Neural Networks Co"
"AI01468","Data Analyst","182500","USD","EX","FL","United States","M","United States","0","Mathematics, MLOps, Azure","Associate","16","Automotive","2024-11-22","2024-12-29","1397","9.6","Neural Networks Co"
"AI01473","Data Analyst","103188","USD","EN","PT","United States","L","United States","0","Git, Spark, Python, Java, GCP","PhD","1","Transportation","2024-03-24","2024-04-24","1596","5.6","Smart Analytics"
"AI01503","ML Ops Engineer","63430","USD","EN","FL","United States","S","Thailand","50","GCP, Deep Learning, PyTorch, AWS","PhD","0","Automotive","2024-11-14","2025-01-08","2301","6.9","Machine Intelligence Group"
"AI01516","Machine Learning Engineer","224663","USD","EX","FL","United States","L","United States","50","TensorFlow, Deep Learning, Computer Vision","Associate","19","Automotive","2024-11-28","2025-01-18","1986","9.9","DeepTech Ventures"
"AI01588","Computer Vision Engineer","318090","USD","EX","PT","United States","L","United States","0","PyTorch, MLOps, Hadoop","Bachelor","14","Technology","2024-04-04","2024-04-23","1247","6.0","DeepTech Ventures"
"AI01629","Machine Learning Engineer","99682","USD","EN","FL","United States","L","Ukraine","0","SQL, Scala, Git","Associate","0","Technology","2025-03-12","2025-04-19","2193","5.3","AI Innovations"
"AI01646","Data Engineer","252548","USD","EX","FL","United States","L","United States","50","Kubernetes, Python, AWS, GCP","PhD","13","Consulting","2024-09-12","2024-10-12","2479","6.3","DeepTech Ventures"
"AI01662","AI Consultant","70435","USD","EN","CT","United States","L","Germany","0","Computer Vision, Azure, MLOps, NLP, Git","PhD","0","Real Estate","2024-02-10","2024-04-19","1111","8.5","Smart Analytics"
"AI01669","AI Architect","116583","USD","MI","PT","United States","S","Colombia","100","SQL, Computer Vision, Kubernetes, AWS, R","Bachelor","2","Transportation","2024-01-17","2024-01-31","2075","9.1","Digital Transformation LLC"
"AI01704","Data Engineer","69187","USD","EN","FL","United States","S","United States","50","Kubernetes, Spark, Java","Associate","0","Media","2024-01-31","2024-04-04","1954","9.2","Quantum Computing Inc"
"AI01709","AI Architect","146456","USD","MI","FL","United States","L","United States","0","SQL, Spark, Linux","PhD","2","Real Estate","2024-08-20","2024-10-17","1112","5.3","Autonomous Tech"
"AI01733","AI Consultant","84737","USD","EN","CT","United States","S","United States","0","Spark, Data Visualization, Computer Vision","Bachelor","1","Telecommunications","2025-01-06","2025-02-02","1139","6.8","DeepTech Ventures"
"AI01736","AI Architect","116161","USD","MI","FT","United States","S","United States","50","SQL, PyTorch, GCP, Linux","PhD","2","Technology","2025-01-07","2025-02-22","1201","7.2","Predictive Systems"
"AI01737","AI Software Engineer","96819","USD","MI","FT","United States","S","United States","0","Spark, Python, Tableau, Kubernetes","PhD","3","Finance","2024-11-18","2025-01-12","1105","7.7","TechCorp Inc"
"AI01759","Machine Learning Engineer","128575","USD","MI","PT","United States","M","United States","0","Linux, Kubernetes, Spark","Bachelor","3","Automotive","2025-04-26","2025-05-21","518","9.4","Cloud AI Solutions"
"AI01802","ML Ops Engineer","119952","USD","SE","FT","United States","S","Russia","50","MLOps, Docker, Data Visualization, PyTorch","Bachelor","9","Finance","2024-10-14","2024-11-06","1828","8.2","Neural Networks Co"
"AI01803","AI Architect","152045","USD","EX","PT","United States","S","United States","50","Mathematics, Docker, Tableau","Associate","17","Retail","2024-10-22","2024-12-23","2178","7.6","Predictive Systems"
"AI01817","Data Engineer","170048","USD","EX","CT","United States","S","Israel","100","Statistics, Linux, Tableau, R","PhD","16","Automotive","2024-02-20","2024-03-28","1561","9.8","Machine Intelligence Group"
"AI01829","Autonomous Systems Engineer","143268","USD","SE","CT","United States","L","United States","100","Scala, Docker, SQL, Git, MLOps","Bachelor","6","Finance","2024-04-22","2024-06-02","2000","7.5","Neural Networks Co"
"AI01830","Principal Data Scientist","55944","USD","EN","CT","United States","S","United States","0","Python, Scala, GCP","Master","1","Consulting","2024-04-21","2024-06-22","2218","8.8","Cloud AI Solutions"
"AI01834","Data Analyst","127106","USD","SE","CT","United States","S","Estonia","50","Python, R, NLP, MLOps, Java","Bachelor","8","Automotive","2025-04-12","2025-06-06","935","5.4","Advanced Robotics"
"AI01862","AI Specialist","202791","USD","SE","FT","United States","L","United States","0","Kubernetes, Tableau, GCP","Bachelor","8","Technology","2025-02-27","2025-05-03","1627","5.7","DeepTech Ventures"
"AI01866","AI Software Engineer","135400","USD","SE","FL","United States","S","Luxembourg","0","Hadoop, Python, TensorFlow","Bachelor","5","Consulting","2024-11-09","2024-12-12","856","5.6","Cloud AI Solutions"
"AI01885","Data Engineer","116829","USD","MI","FT","United States","S","United States","100","GCP, MLOps, AWS","Bachelor","2","Manufacturing","2024-02-02","2024-02-23","2179","5.6","Algorithmic Solutions"
"AI01888","Head of AI","74701","USD","EN","PT","United States","L","United States","50","SQL, Git, Java, Mathematics","Master","0","Telecommunications","2024-12-25","2025-02-10","2396","6.5","Cloud AI Solutions"
"AI01894","AI Product Manager","171970","USD","SE","FL","United States","M","United States","100","NLP, Linux, MLOps, TensorFlow, Python","PhD","5","Finance","2024-05-17","2024-07-16","698","9.9","Autonomous Tech"
"AI01918","AI Product Manager","67740","USD","EN","PT","United States","S","Austria","100","Python, Scala, Linux","PhD","0","Real Estate","2025-03-14","2025-05-16","1682","9.8","DeepTech Ventures"
